IDENTIFIER,probID,GSM152856,GSM152857,GSM152858,GSM152859,GSM152860,GSM152861,GSM152862,GSM152863,GSM152864,GSM152865,GSM152866,GSM152867,GSM152868,GSM152869,GSM152870,GSM152871,GSM152872,GSM152873,GSM152874,GSM152875,GSM152876,GSM152877,GSM152878,GSM152879,GSM152880
GPR35,31700_at,9.153760417,8.730638503,9.02480466,8.926228303,8.878357486,9.290542439,9.103459554,8.878357486,8.743863305,9.239168163,9.148801987,8.716976592,8.632526685,8.685035671,8.838696009,8.906968779,8.544963543,8.980537714,8.89512055,8.82147825,8.572563346,9.20276056,8.840034715,8.418362528,9.175783629
HAB1,31701_r_at,7.259478717,7.609495639,7.161736301,8.765566095,8.096055965,7.827161321,8.694304654,7.331360755,7.692288783,8.024003056,5.904309629,7.364833386,7.059109757,7.006868998,7.973072845,7.122219168,7.631163958,7.528262213,6.814300921,6.447810057,6.938729555,7.001430262,6.530877949,7.414100575,8.030533308
FOXN2,31702_at,3.434576477,3.782993416,4.120605102,3.292045949,4.044145237,2.704474462,4.245586492,3.963595635,3.047369383,4.025791623,2.303908206,3.996040703,3.331939504,3.791784274,3.551972611,5.056108489,4.104901262,2.22453615,6.180771264,2.004294375,3.42318154,3.097691067,2.724579213,5.356056843,3.465034749
CHRNA6,31703_at,4.799326253,3.967000989,4.709961692,3.515317372,5.869465596,5.575325257,2.8017371,5.312007211,3.968353849,3.888678596,6.888781013,4.950766445,4.947352933,3.198796808,4.881851645,2.92224655,1.562065429,5.949157134,2.223267796,4.696294101,4.290865013,6.136627646,3.853312878,3.008293719,5.307393543
DNASE1L2,31704_at,4.823764034,4.390807274,3.826087318,5.366749495,5.240468931,4.158455071,4.196834939,3.631697651,5.317464894,5.370955058,3.87088085,4.351728229,3.983489366,5.057460126,4.374939213,5.226621554,5.537331769,4.198231275,3.861326203,4.307170724,4.215018273,4.216852576,5.065015943,3.61496001,3.785860269
SLURP1,31705_at,4.433661599,4.084860172,4.168736456,4.871039018,4.044145237,5.019571462,5.778673965,4.948925556,4.275753198,4.615577674,4.586856749,4.432804149,4.491289243,4.595538736,4.648642309,3.889629153,3.928341474,4.350628774,3.611294008,5.288191499,3.849057309,4.324745111,3.327766636,3.781727662,4.431720336
MUC7,31706_at,2.479326605,2.477946941,2.569310263,4.152571871,3.087456548,3.37343095,2.568379316,2.111793819,2.908021103,2.433480319,2.05691712,2.82812107,2.620826536,2.974390599,2.595332085,1.85851358,3.262825133,1.983432553,4.218210254,1.926066545,2.376891449,4.468221918,3.249465358,1.727302334,3.282204938
ZNF10,31707_at,5.167148492,6.164230214,2.935638656,6.776090748,5.506367757,6.374704482,3.485946786,4.419694621,3.812051801,2.652911203,6.249237026,5.932621228,4.631728125,5.368377593,5.33258408,3.00193082,3.262825133,4.867748668,5.615422915,6.356001756,4.916246461,3.564818474,4.990107426,5.143731674,5.35883853
RPL30,31708_at,13.11323236,12.74732654,13.0135325,9.787351792,13.30813657,13.14624167,13.09888123,12.92385012,13.47478808,12.75838946,12.3873464,13.54746753,12.98757058,13.03521395,13.2921921,13.54746753,13.22954852,12.89505895,13.19551606,12.74732654,13.25990069,13.0239874,12.97793478,12.75838946,13.24554047
NCOR2,31709_at,6.16365412,5.36660686,5.764573253,6.15178801,6.072196896,6.099122927,6.764451742,5.929248268,5.973455343,5.950708059,6.185124015,5.868473711,5.8177071,5.935210031,6.295715275,5.976065408,5.74715814,7.572697035,5.715871189,5.768365058,5.943828674,5.524928748,6.080732838,6.121368514,6.377991697
TRAJ17,31710_at,2.829074939,3.874740009,4.751698123,5.071529967,4.979767612,3.183956818,6.08274879,3.847116102,4.480524601,6.447585487,3.888678596,2.795275573,3.199244165,4.185084174,4.185084174,3.994498519,3.145637773,4.781162134,4.532239419,6.617358129,3.151581158,7.136530961,6.13694848,5.639198562,4.580405552
GRIN2D,31711_at,3.744024849,4.758560657,4.129235059,4.837312963,4.044145237,6.564185118,4.16833595,3.809426621,3.027162723,4.127257405,5.705201389,4.0526863,3.472446817,4.006231279,4.264509683,3.902397568,4.299464044,3.135277288,2.620086409,4.564248376,4.375217997,2.973415171,3.742458593,4.154934496,3.855160648
DLGAP2,31712_at,3.34477418,3.995112515,3.957080391,6.52674401,5.412517937,5.057103622,6.451945676,6.112229758,6.273824191,3.367386327,6.942536091,4.793727096,4.771191003,5.781709174,6.617247056,4.46473121,3.673328801,6.262132753,7.328409977,2.815679213,4.864155948,3.073543445,6.163960698,5.941624511,3.85077478
DLGAP2,31713_s_at,4.2399455,4.341475666,5.473840596,6.038363135,7.058561144,6.572796095,5.618897186,4.405269005,5.409793844,4.707403505,5.28380076,4.631728125,5.601417847,4.320898256,5.194916219,3.775495167,4.386824433,4.049380521,6.154801182,4.703458217,4.174334804,4.421674076,4.163074487,5.746275306,4.52767306
MSH4,31714_at,2.668545697,4.348555246,2.275802191,2.400306438,2.278437312,1.97395198,4.468821429,3.820402917,1.58146496,2.159686842,4.392239943,3.829497118,2.128240146,2.195163779,3.006220874,2.37077666,1.599969778,2.87413395,3.512644393,2.79402625,1.576352453,4.453300261,2.329998648,4.045177345,2.464633579
TEX28,31715_at,7.39273879,5.623959511,6.576013327,7.864454453,7.427914939,5.960340733,8.111364466,7.139820889,7.113389447,5.777828043,6.525937436,7.026373092,5.765106342,5.667890112,7.378257236,7.189047484,7.444311939,8.363338117,7.354428709,5.736494335,6.121621042,7.276044121,5.517472806,7.429710742,5.886544156
PCDH1,31716_at,5.888525039,4.697363956,5.487169592,6.272390729,6.401127317,5.313570179,5.50958503,4.729766038,5.666105188,5.398947898,4.979767612,6.33892778,6.581473217,7.029360288,5.670028046,6.532089603,5.025873586,4.749003116,4.586063662,5.494746386,4.589767661,5.851589195,4.381567088,4.510650178,5.307393543
PIN1L,31717_at,2.952580137,2.684702827,3.533598504,1.79600643,3.817540981,2.704474462,5.994686546,3.939056945,3.544561255,2.408690069,4.277025148,3.450975456,2.575894397,3.125831318,5.258267663,3.183956818,3.115624114,4.953892667,2.934738826,3.80256738,2.597423113,1.840549069,1.519027323,4.165761232,3.731779341
ABCD2,31718_at,2.694096117,1.163604877,1.597583799,7.067044995,4.758560657,2.34228086,2.647512141,4.808964775,2.10526185,3.106700104,6.566755146,2.159686842,2.811944938,3.695715145,5.469565837,4.077203193,4.590121359,1.699147768,5.096656017,3.578024013,1.035050169,4.90990276,2.881887551,4.246858961,3.51476365
FN1,31719_at,12.31024415,12.134782,9.790868824,7.604282699,8.724538387,8.213949867,8.25783403,10.48434462,11.06196968,10.52614675,12.67320649,11.8688875,8.2348407,8.192377852,8.529071945,9.683633823,9.057552397,11.92177334,11.25356433,12.79441831,11.90744858,12.20538692,11.76953753,10.50501894,12.74732654
FN1,31720_s_at,11.85996276,11.09300114,6.667124527,5.562004111,4.018358291,4.629388242,2.517508524,8.47912763,9.638243605,8.319868901,10.59269325,10.48669004,6.651491392,6.51010338,7.54499991,7.844946439,5.292904008,10.71596939,10.15166785,10.64320954,10.95452467,10.65901715,11.14192057,9.804668061,11.97269004
LPA,31721_at,1.63670822,2.421336905,6.429694203,3.611294008,2.896660102,4.369361253,2.214817528,2.596377599,2.411224884,2.998159795,5.772600206,3.047369383,1.0585652,2.165311017,1.392667791,6.329366521,2.672422167,1.325879338,1.843863777,4.941919044,1.035050169,1.377997366,2.724579213,1.638023576,1.443619129
RPL3,31722_at,12.33855062,12.86971499,13.39137423,10.70076804,13.41925378,12.75838946,13.24554047,12.76977949,13.0135325,12.78040355,12.46897719,13.19551606,12.74732654,12.79441831,13.19551606,13.27464226,13.40497334,12.41276378,12.58439669,12.49342831,12.49342831,12.33855062,12.74732654,12.80791145,12.59386842
CST5,31723_at,2.459757839,5.700869338,2.398675581,2.902389853,4.270712411,2.439956295,2.849295302,1.170496961,3.207008189,3.483473942,3.895801601,4.062544415,1.436433513,2.134106318,3.646382969,2.698242599,2.650053314,3.544842758,2.054293881,5.9308907,2.250457445,3.073543445,1.747817721,3.027837675,2.725442896
SHH,31724_at,7.315406227,7.006668781,7.693100098,8.670329935,8.342643097,7.958179224,8.688175898,7.570896904,7.807025506,8.046985214,8.100529532,7.896545205,7.667856176,7.757189038,8.355063856,7.829220462,8.093844613,7.91208262,7.385404078,6.946825029,7.453609894,7.927165029,8.103048869,7.712729894,7.994182807
ABCA2,31725_s_at,2.694096117,3.262825133,2.657861666,2.536638967,3.236033511,1.908677489,2.817660659,2.66503867,2.758067295,2.511133629,3.131873654,3.403363384,2.128240146,2.448000754,2.376607172,2.398675581,2.623651843,2.060074385,2.090523302,2.509935585,2.090523302,2.063277365,2.628495044,3.008293719,3.51476365
GABRA3,31726_at,4.219603722,2.289467309,2.569310263,5.779977148,5.977735063,3.29080962,3.00193082,3.983841798,2.981534665,2.552063236,5.768802753,3.570957615,1.846880073,2.165311017,3.022884277,3.739711277,2.421856809,2.516213033,5.245651818,5.619873546,2.970053847,4.421674076,6.019387604,2.426547774,2.250457445
ENTPD2,31727_at,7.73360263,6.973473585,7.452358781,7.256380249,7.751789763,5.432173469,7.406051854,5.909564446,6.553620509,7.435079049,7.578888375,7.367838809,7.238053372,7.328608231,6.998227343,6.840128945,7.188855514,7.330161217,5.851589195,6.211264966,6.445017136,6.189685594,7.089786438,7.070392747,5.10496249
HLA-DOA,31728_at,4.175166663,5.794855018,5.80916987,6.803625212,4.622101498,5.698650622,7.163159348,6.599305927,4.595037142,5.904057488,6.454363624,5.271877559,4.801102952,5.626895137,6.025379935,4.803163235,4.683901539,4.149062675,4.472055186,4.722396452,4.352520204,5.719907391,6.92842566,4.7144901,5.31576283
TAF13,31729_at,4.057265072,3.724369754,5.428028133,1.567881495,2.787360474,1.477381709,2.093894416,4.753458216,5.496010974,5.211689763,4.258118325,4.962801148,3.889810055,4.350939794,5.328286597,2.011741485,4.142782329,5.108876628,5.185829456,5.563553922,3.730962002,2.498759248,4.799326253,1.398348551,4.00796037
HIST1H1T,31730_at,3.180184064,2.163891352,1.746356686,4.205394491,3.450975456,7.285094115,4.356221222,4.655458054,4.580405552,6.313002435,4.599947544,5.672036714,6.487609367,5.672930875,6.728529572,3.81328762,4.169963674,5.57073816,3.658409345,2.086059922,4.693302853,2.236182317,2.025411988,2.387757367,2.311660184
CBX4,31731_at,6.699007191,5.958751991,4.997430481,4.558712111,7.884949264,4.468221918,7.028251397,4.425736003,5.507419114,5.074721495,7.695412971,6.415182663,6.937620559,7.119712299,8.241466011,7.628144179,7.642780825,8.105091665,7.48299156,4.7097548,5.475860093,7.236753987,5.691915282,6.643365014,7.875191899
RLN2,31732_at,2.339142377,1.268831188,1.967569873,1.513817122,1.893868453,4.530702896,1.71589425,1.933842449,4.497623051,5.196038163,5.735511428,2.989834373,4.153523196,4.568970519,5.383784083,0.940181397,2.051670642,1.163604877,3.898397244,1.217009508,4.781374819,5.205028271,5.164556859,3.576738641,1.316595001
P2RX3,31733_at,5.929442301,3.200927958,5.974552359,2.744791316,4.491289243,3.650282574,5.007359096,3.687364548,3.322576772,3.699386445,6.143377687,5.277385435,4.173162435,3.279656204,4.600279945,5.332022644,3.985013844,5.741824888,3.816682217,6.938313079,3.151581158,4.431363565,6.006044305,4.829163023,4.191941391
HOXC11,31734_at,6.082447825,5.655388902,7.164878429,7.280793202,6.753065019,6.731212303,6.668613535,6.844214226,6.179317513,6.043105928,6.406121925,6.391722934,6.18110032,6.628120505,6.720869083,6.336980415,6.046051866,6.325070031,3.997819559,6.585508149,4.276876032,5.466142014,7.102167881,6.948623821,6.254356314
PPP1R2P9,31735_at,3.731997108,3.143270319,3.251612641,5.407428368,3.409743054,5.726030106,4.207973324,5.204247046,2.728508492,5.530908698,2.929276146,2.989834373,2.985237899,5.685386001,5.173839144,5.102605619,5.338837241,4.973666031,5.552064745,4.953515431,3.997968675,3.672389986,2.704474462,4.361105682,2.90985005
LOC100288939,31736_at,4.524457192,6.327398401,8.40404897,8.254784554,7.578888375,6.221599884,7.826956604,3.470987061,7.054551788,6.264550894,6.30793805,6.133775795,6.961399904,6.444153525,7.618403224,7.212346325,8.225973091,5.384296713,6.121873571,4.876214935,4.6463391,6.544180693,5.542952267,6.182369818,3.282204938
ACTA1,31737_at,5.077583957,5.929054234,3.585472632,3.774170585,4.691057605,4.825539472,4.12024025,5.7221419,4.875734926,5.988408109,5.398947898,3.942579815,5.278032496,5.887171161,6.233511613,4.782513828,5.599916441,6.082447825,6.136380373,5.449322943,5.675873784,3.461242774,6.210585904,2.512331673,5.312007211
W28912,31738_at,5.382357111,4.560484944,5.764573253,6.283905118,5.944448355,7.826751886,7.431782372,5.362562115,6.622177944,7.417169288,6.103259176,5.899953212,5.745691739,5.503691528,6.287059614,5.75816813,6.381241362,5.661841863,5.347129283,5.253156692,5.443925975,6.817880752,4.747846769,5.680873795,5.892084146
AA977513,31739_at,5.083479124,5.861102068,7.185319415,6.253060029,4.843895839,5.556383503,5.030220692,5.215385076,7.369217256,5.530908698,4.667261558,4.495674563,4.592348896,4.815205199,4.581800117,6.663577362,6.138225113,5.453918018,4.701680873,4.05110812,6.683936696,5.253918986,5.088185947,6.224068498,3.984684508
PAX4,31740_s_at,7.083568808,7.438241691,8.09028001,7.893751265,6.747351447,8.184588307,8.132144305,8.429627082,7.587734638,7.594192639,7.954836311,6.153012587,6.09865767,7.448265574,7.695246126,7.439007076,7.647428109,8.487763872,8.013729462,7.422203238,7.204154652,7.737442611,6.611511021,7.526638872,7.71106286
PAX4,31741_at,5.499093227,5.448257638,5.319130097,3.774170585,3.829497118,3.536382876,5.954051053,5.715261083,6.268454601,3.899849999,7.727030926,3.789934648,5.613240332,5.993009915,4.718854902,5.860539565,6.417862459,5.379442291,5.439767176,6.714767706,3.574193348,6.568751143,3.812255717,3.384648142,6.198626909
TNFSF14,31742_at,4.247278262,7.723760787,8.140650313,5.24194781,3.791784274,4.2533078,4.568597195,4.668504994,3.753591727,3.865466767,4.198231275,4.315483364,3.769598695,4.540414786,3.818783923,4.240913824,4.643125952,3.849239354,4.939345778,6.08274879,5.221145512,4.721232266,5.592371543,4.013306656,5.937437419
LOC100287076,31743_at,3.379394936,3.386746123,5.373498385,6.694377099,3.223476994,4.947004181,4.90964696,2.913327797,2.640421289,5.842016767,5.006997176,2.715083317,5.203807109,3.835206582,6.154247639,3.78859972,5.524928748,4.560722346,6.387990006,6.424835399,3.052836145,4.01783663,3.661967948,4.93378923,5.185139869
SULT1B1,31744_at,3.526286181,5.310519035,6.015333362,4.880621106,3.400201854,3.087794024,6.032875979,5.994965928,4.729168714,3.662136193,2.685809247,5.325411813,4.343247866,4.185084174,3.658409345,4.790807778,5.470050444,3.945473446,5.702830832,2.596377599,4.239346625,3.244967784,3.199244165,3.705093136,3.543353287
MUC3A,31745_at,8.710360456,8.519452149,9.041459627,9.488941449,9.612138492,8.82666017,9.529776665,9.092205548,8.793387921,8.969284888,9.137374049,8.857574036,8.861573477,8.781159647,9.361583421,8.829347427,8.564254584,8.771488667,8.026460523,7.977774134,8.350052265,7.908906368,8.483713029,8.509013134,9.185708113
POM121L2,31746_at,5.136607935,5.10496249,6.103840377,6.522851742,4.799326253,4.753771698,4.376347819,3.262825133,3.027162723,5.058877573,5.164390115,4.983985699,5.278032496,5.204027077,4.221088116,3.687640664,5.388133696,3.904325676,4.595037142,5.111837299,3.640470907,6.483426305,3.72916308,2.852394598,5.464197712
POM121L2,31747_g_at,3.513297075,3.959495224,4.389796023,4.602047468,4.604613936,4.257661596,4.449067347,3.330496802,3.557045029,4.019020071,4.63132605,2.964624865,3.314904628,3.888867802,3.263316266,3.235656331,6.896343988,6.121368514,5.469906513,3.745528929,3.821162771,4.431363565,5.808741077,4.230315505,4.095038525
POM121L2,31748_at,5.143731674,3.748421528,4.859580074,4.919574706,4.446055992,4.501723448,4.830460483,3.907732585,4.093126047,3.888678596,3.861905541,3.962515604,4.586703677,4.70545518,4.655683404,4.198396627,5.20290485,4.187767187,4.157118956,4.123473765,3.782993416,3.848494354,4.093020161,3.985013844,3.974787703
HIST1H2AK,31749_f_at,7.928587319,5.319334121,4.233826417,7.775692651,7.678548369,8.627355702,5.762368311,7.343401754,8.049586681,7.811786764,5.74715814,8.544963543,8.550793604,8.63410503,6.151437927,7.344873583,5.292904008,7.133941288,5.150880688,4.247278262,6.203302961,7.612924397,5.222023997,7.274816073,5.729517846
HIST1H1B,31750_at,4.595037142,5.916311274,5.458458288,4.853211295,3.760993281,5.187318012,5.160662204,6.318149863,5.994289402,4.092615801,5.080858236,5.848445457,4.684130692,4.595538736,5.458574368,5.432029379,4.683901539,5.437231895,5.058877573,4.728525158,3.808079962,4.421674076,3.474865207,6.341074072,6.551746777
HIST1H4L,31751_f_at,6.431738951,3.285382584,6.354366921,3.144480064,6.269401796,8.08387779,6.450910138,5.23923766,6.237123811,6.264550894,1.560933758,7.285094115,6.986040391,7.462497111,4.146130576,6.851973408,4.465518835,5.679469226,6.021726869,3.342371124,5.098518321,5.866890224,3.166812195,6.038363135,4.990107426
W25935,31752_at,4.138037497,3.967000989,3.359323496,5.195887882,3.878081046,4.075814096,4.830460483,2.57414613,3.069848612,3.583881475,4.499386306,3.37343095,3.434830698,3.981132076,3.006220874,4.193021852,5.044765121,3.261250811,3.418901974,3.166812195,3.008929263,3.577697977,5.768365058,3.791223123,3.604539533
W28887,31753_at,4.072914166,4.069028015,4.826932241,3.337971486,4.138037497,6.319919,4.979358322,3.907732585,3.902049017,4.285245953,6.720092713,5.493786094,3.926661629,3.562952781,3.845466263,5.221736577,4.674428725,4.408492332,4.054527843,3.778872376,4.222959401,5.416860486,3.531584078,3.781727662,4.521739252
ABCA12,31754_at,1.891512875,2.383074946,2.223267796,3.470987061,2.72755127,4.905479624,2.517508524,5.672540715,2.236182317,2.852607543,2.074678707,5.271877559,3.296381028,2.448000754,2.765258842,3.221305473,2.022406643,2.716980444,1.939423597,3.672389986,4.215018273,3.073543445,5.416270086,3.163064531,3.033085472
EN2,31755_at,2.723715529,5.150499594,5.01075254,5.769662256,6.622617503,4.740830135,6.684247933,2.111793819,5.326514904,3.483473942,5.885563101,4.380822767,5.933628901,5.851294332,5.142716222,2.525261593,5.560243207,5.652709968,4.922906678,5.951345989,5.253918986,5.741824888,3.70349504,4.666580944,6.368123936
AL049328,31756_at,3.048238929,3.923157536,3.503683161,6.03543906,4.548620167,5.448172649,2.568379316,2.17073709,3.544561255,5.007359096,6.197074295,0.841284897,1.953479581,2.165311017,3.345218313,2.904594241,3.406394447,2.250457445,2.1618769,3.790661972,2.250457445,1.607593826,2.107743209,0.636315176,4.549290629
STK35,31757_at,5.520877622,3.635978885,5.796492306,4.339338908,3.361350026,4.399188836,3.561373479,3.834432872,3.293143437,3.797348816,4.945274275,3.852693602,2.964325858,3.279656204,5.715638377,2.985237899,3.875676954,3.342371124,3.580560775,4.195455443,2.090523302,3.483473942,3.424725146,3.309841981,3.708643536
W28876,31758_at,4.303484627,5.319334121,4.054162306,7.276357392,3.829497118,6.350702022,4.661822838,4.209100067,3.789934648,5.080484547,3.395788435,6.287737409,5.580167609,4.439624047,2.571920637,2.575894397,3.724369754,4.98980859,4.480524601,4.79954163,5.875394157,2.236182317,5.883682614,6.211811292,3.902397568
SAG,31759_at,5.600260619,4.869331198,7.115553477,8.832758033,7.290658157,7.256110908,7.77166687,5.663828103,6.978415266,7.452617771,5.751281891,6.523126367,5.718040591,5.552064745,5.387813011,5.824829511,6.739721604,6.362441811,4.414413564,4.804438835,5.390361963,5.82869689,7.465430171,5.304884342,5.609968009
SAG,31760_at,3.838677312,3.483473942,4.209346156,6.362325707,3.923338439,3.37343095,4.100635148,3.916269768,3.876131386,5.934946423,3.888678596,4.093126047,3.350772792,4.120964653,3.306939019,3.454332697,4.264359009,4.770535975,3.131873654,3.45145136,4.84015837,6.316803125,3.70349504,3.889629153,6.425699251
W27916,31761_at,2.617285069,4.050939875,5.836362616,4.422196919,3.534889618,2.955176077,5.096656017,3.470987061,3.42563177,6.104777048,3.849239354,3.649614054,4.061819735,2.974390599,6.176003939,3.048238929,3.687640664,5.823756238,1.891512875,2.772044579,2.250457445,2.431496737,3.403561694,3.309841981,6.081827088
W28605,31762_at,3.199244165,2.87474462,4.240913824,6.072705984,4.209223112,4.08384728,6.270539906,4.070850935,3.131156777,4.152571871,3.431877075,5.050317761,2.78684057,3.383756535,4.84705391,4.927448468,4.104901262,4.530702896,3.327766636,3.212904036,3.131156777,5.78441666,4.532761004,5.037513852,4.095038525
OR7A5,31763_at,3.901700467,3.715750613,3.982134505,3.743241721,4.044145237,6.234431704,5.344152732,2.691477887,4.614798793,5.638129032,6.495155809,5.105309441,5.771185596,3.364648258,4.02252646,5.192161812,3.087456548,4.473776456,3.355711853,6.426593075,5.213118034,4.031678401,3.50353557,5.503171075,5.862196868
GPR98,31764_at,2.668545697,2.946204138,5.800928258,2.984536892,2.787360474,5.179712593,2.058639869,2.775733835,1.744454891,3.200086062,2.868750713,2.057778495,1.26212719,4.752038896,5.935366806,4.825033521,3.758225006,4.001262442,6.189079145,1.316595001,1.316595001,5.327926025,2.107743209,1.018529368,2.970915581
DOCK10,31765_at,2.595332085,1.92948144,4.692921405,3.327766636,5.432511018,1.35464154,2.647512141,2.303908206,4.519178635,4.654386449,3.406394447,1.268831188,2.339435313,0.827313242,3.104618873,2.557139745,3.128789565,3.052468574,3.493041135,3.005394479,2.301130728,2.498759248,1.797138101,2.661601654,1.608821837
DOCK10,31766_s_at,5.681688173,5.77309835,6.929448778,6.708632027,6.850595594,7.026533509,6.757928422,6.557318984,5.984885615,6.177270645,5.861699345,5.141775715,5.974552359,5.116419181,7.158272218,6.394914781,6.988066938,5.961538447,6.326690771,4.564248376,5.725646289,6.015110141,4.74063307,5.836689932,6.140641659
XYLB,31767_at,4.713277849,4.041883053,3.413087235,5.238997849,5.969904277,6.60120117,3.251612641,4.493881005,3.60567884,5.952540183,3.553228824,5.7368081,5.184991304,4.37288007,5.977564163,4.643241599,5.897641822,4.43305508,5.718242205,6.743443525,5.098518321,3.929913097,3.572226948,3.510833131,6.025653213
HIST1H2AH,31768_at,4.560722346,1.321237169,4.907554448,2.18851447,5.574576883,6.238073636,4.639567321,4.587768089,5.002157048,4.629791456,5.422800482,5.603291059,6.935032901,7.194123153,3.067205676,2.011741485,6.219453204,2.516213033,5.696757133,1.316595001,3.171534868,3.977549659,1.988577036,3.682004567,2.932869094
WNT8B,31769_at,4.447459466,3.874740009,4.86883801,4.264359009,5.006635256,4.345457431,4.858777314,6.417862459,3.578024013,4.16330254,5.544569829,3.942579815,3.769598695,4.216852576,5.131385743,4.310828226,4.837733039,2.951134546,6.042934977,3.578024013,3.587438638,3.872629923,4.018727687,4.510650178,4.591441715
W27119,31770_at,2.723715529,2.654134754,2.984536892,3.743241721,4.577842288,3.954771386,3.125831318,3.018844441,3.006220874,4.561624043,5.680093455,3.014460564,2.45799409,5.046693515,4.195100317,1.85851358,3.370141565,3.14867672,4.457634622,3.672389986,2.376891449,3.146181359,4.018727687,2.687606786,3.369688952
DKFZp686O1327,31771_at,4.691492287,4.844965316,5.772361639,6.210499561,4.730845079,5.999180056,4.382940337,5.868872031,5.583503244,5.86815862,1.896224032,5.659898356,5.198489856,5.909179169,4.894281368,5.326514904,3.370141565,5.195887882,3.06840998,3.110573281,4.713079535,2.936628058,6.073044715,5.550689521,5.66729167
LOC728361,31772_at,5.243035954,4.383205949,4.183566489,6.200217716,5.361882056,3.846457365,5.837595171,4.028334076,3.997819559,4.52486219,4.674773135,4.137163623,3.959702063,4.044145237,5.23923766,3.81328762,5.030753075,3.579373331,4.545764103,4.750815339,3.587438638,3.888867802,3.679031963,4.480781979,4.058731624
CYB561,31773_at,6.811691984,4.630194671,6.396688091,6.307571218,4.865428684,3.917783401,3.531939285,6.669095766,6.505793814,6.557504174,7.406635635,4.607620426,6.437090343,5.905523087,4.02252646,5.980284662,4.90964696,7.324665188,6.640074159,7.508506853,6.156214412,6.825271062,7.308205487,6.619713656,6.941023505
AF068863,31774_at,3.879360245,2.477946941,3.493041135,2.902389853,3.171888908,2.857486914,2.093894416,1.692155385,2.78684057,3.747516059,2.015807334,1.635392865,2.38460123,1.722569738,1.350802514,3.387007246,2.823913351,1.051598136,1.255015693,5.625835517,3.209589936,2.135788108,3.300197986,2.346373983,1.786518513
SFTPD,31775_at,7.677645876,7.188855514,7.961572867,8.02038309,8.070111131,7.809723028,8.077807822,7.415824978,7.413914828,7.715246285,7.937155104,7.554231784,7.790035337,7.559440095,8.096780055,7.702082753,7.708355429,7.684363652,8.021285025,7.705794554,7.178036741,7.646822658,7.784368487,7.793375909,7.811786764
GNAI2,31776_at,6.514416834,6.306240033,5.878381616,6.460597535,6.196838023,7.090426534,6.932656416,5.04317081,6.875578504,6.892209155,7.645817288,6.720695129,6.88550478,6.633658932,6.715923689,6.826809847,6.276844978,7.077846599,5.327926025,6.948485033,5.865064872,7.675805014,6.087690883,6.903790933,6.532246098
MUSK,31777_at,6.397728623,6.498498997,5.635895632,8.537501492,6.537141441,5.563009726,6.558611951,3.963595635,4.258118325,6.2948291,7.105656467,6.550697172,6.171176728,5.955976702,6.50033499,5.754458668,5.021843868,4.735317659,5.036971099,5.798342563,4.465202627,6.918714476,6.737558133,4.628132042,4.73567954
GJA8,31778_at,5.81128553,4.093126047,5.178785629,7.109327668,6.904560019,5.85027856,6.299263277,5.742088985,4.628132042,4.59626445,4.705573676,5.141775715,6.44847003,5.303820722,4.793727096,5.507419114,5.660708871,4.876960943,4.6330518,5.569117686,4.699382701,4.286734633,4.401009342,5.356056843,5.208716751
PRDM1,31779_s_at,2.970053847,4.335401087,5.853773286,4.598400434,4.628492474,5.045724922,3.836981035,6.836090984,4.058731624,4.483033071,6.5105331,4.760351128,5.308522571,3.858006847,3.457700733,4.317211669,4.120784877,5.477403785,6.382140452,2.943460634,5.009331945,2.755676558,4.602387861,4.480781979,5.124952522
KIR3DL3,31780_f_at,6.944136489,6.516647319,7.682554561,8.025987088,6.932461441,7.749320401,7.312849789,6.370306613,6.792367666,7.278658589,5.599069682,6.58599567,6.757928422,7.17691857,6.962629475,6.812672853,7.266009682,6.949306516,5.175493134,7.267263751,5.948324761,5.12314224,6.748073483,6.48437597,7.066252977
CDRT1,31781_at,2.432048969,2.967166446,3.289573291,3.433130905,2.345476519,2.734421994,3.672994262,2.552540171,3.663371346,5.593305477,3.553228824,3.921791703,3.009721603,3.512644393,2.186692052,2.850091284,2.516213033,3.426206802,3.493041135,5.76160717,2.141612242,2.661601654,3.531584078,2.903382468,2.493103035
PTGDR,31782_at,4.113608467,5.379729595,4.873854554,6.704519759,4.353688675,5.713324529,5.710097688,6.667124527,5.002157048,5.685107376,6.37337827,4.167404791,5.8909717,4.132724829,3.487008237,3.520115234,5.673039249,5.887416259,4.366722355,6.1183564,4.858407504,5.960737531,4.924281641,3.829497118,5.663477715
RENBP,31783_at,3.069466436,2.684702827,6.464356098,3.789934648,4.390807274,3.552899062,4.938387354,3.289573291,3.692673628,3.16069342,2.781459769,5.159672633,4.942870803,5.181325781,3.624996255,3.726996613,3.103422131,3.121655243,2.82812107,6.580819315,5.064518211,3.552899062,4.304056361,4.084376177,4.119220265
NTN3,31784_at,4.861100275,4.541829002,4.620534174,4.456747043,5.090831503,4.513361534,5.536559042,4.581800117,4.113608467,4.414638181,4.361538922,4.725844965,4.356221222,4.313075387,4.397591476,4.216590114,4.50269644,4.836678045,4.398355442,4.586550606,4.037282379,4.586063662,4.304056361,4.455856972,4.741027201
