IDENTIFIER,probID,GSM152856,GSM152857,GSM152858,GSM152859,GSM152860,GSM152861,GSM152862,GSM152863,GSM152864,GSM152865,GSM152866,GSM152867,GSM152868,GSM152869,GSM152870,GSM152871,GSM152872,GSM152873,GSM152874,GSM152875,GSM152876,GSM152877,GSM152878,GSM152879,GSM152880
MAPK3,1000_at,8.952897112,8.549363156,9.437792822,9.314269397,9.771168404,8.634373771,10.01135535,8.716340607,8.818244624,8.607821633,8.997391451,8.469886702,8.873727294,8.716340607,9.968553769,9.354945606,9.71671185,8.973242756,9.518592865,8.927257863,8.421483205,9.00114773,8.74258229,8.778782236,8.679265167
TIE1,1001_at,5.665503004,7.411996336,7.144376231,3.042096251,6.39007064,6.95089117,5.865647245,6.983571098,5.977564163,5.909858824,6.659999355,5.315383125,4.876502989,6.859533175,7.275290659,7.117923342,4.614393155,6.58920136,6.939529943,7.007267902,7.241105441,6.73212919,6.816793377,6.140753383,6.461734813
CYP2C19,1002_f_at,4.082152715,4.599122833,4.017684367,3.408545862,4.865428684,4.558216813,4.979358322,4.168736456,4.28439565,4.056228581,4.129235059,3.931951018,4.311368649,3.995301722,4.587768089,3.672994262,3.740816586,4.137431409,4.078345866,4.485523253,3.940416555,4.392626779,4.177296638,3.369688952,4.328564497
CXCR5,1003_s_at,4.507976043,4.876502989,4.956279298,5.806166385,7.303046222,5.684010498,6.249237026,4.772805612,5.669069335,5.107271166,4.220609593,4.218210254,5.09790562,4.652044061,5.41310689,4.429139409,5.274248803,5.066380151,5.130227793,5.068618512,4.713079535,5.220140604,4.33098458,4.705907903,5.19454795
CXCR5,1004_at,6.525096753,6.463380627,6.706983533,7.545912712,6.682087266,7.510871734,7.366598517,7.37592283,7.612113907,7.803191658,5.159672633,6.737285843,7.049036656,7.204543289,6.784321429,4.885279314,6.591388129,6.069281638,4.595037142,6.819084341,6.745990477,6.959936959,5.307185533,6.866729724,6.465836796
DUSP1,1005_at,9.259300087,9.453691871,9.852716211,8.069614981,10.48894214,7.00804048,9.736268727,7.400959199,7.006668781,6.822093496,7.8747734,7.379779113,7.811096368,7.446706321,9.730427845,9.867190188,9.976229211,9.158726789,8.798259076,8.562077408,9.116711948,8.146150274,8.872450454,8.156402793,8.671415839
MMP10,1006_at,3.214977226,3.027500199,4.907554448,6.267500995,4.876960943,3.935562681,2.58909442,4.655458054,3.485946786,5.214209496,6.393796218,3.962515604,3.679510868,3.107562447,3.739711277,2.111793819,3.536181802,4.803592273,5.597081662,2.431496737,3.052836145,2.063277365,3.692233662,3.59205994,4.191941391
DDR1,1007_s_at,8.705857639,8.793729557,10.76879933,12.52402778,11.7919559,10.37194118,11.62675644,10.00146277,10.51027613,10.74736926,9.813230467,10.18470971,10.36257844,10.04066131,11.95250443,10.68024737,11.26015517,8.701272504,8.609816343,9.869607136,8.251698882,8.389792012,9.023647668,8.948926582,9.016358529
EIF2AK2,1008_f_at,11.36653862,10.48669004,10.75173995,13.82363896,11.95250443,10.53568362,11.85082016,10.90424151,10.1755045,10.21676293,11.76953753,10.22047063,9.13446378,10.713299,10.26125137,11.03368332,9.876099557,10.97888984,10.79974142,10.58797882,10.58797882,11.53134896,11.02724798,9.824390823,10.13845907
HINT1,1009_at,11.23076154,9.333031686,8.920996285,8.634373771,8.614170752,9.555471373,8.989503621,9.982474506,9.441628177,9.565613199,9.818413398,9.963684624,9.678206137,9.704524297,9.850305461,9.088522033,8.563540818,10.37788647,10.47681369,9.071635256,10.34303794,9.511992897,10.51376332,10.55910097,10.15166785
RABGGTA,100_g_at,7.935666428,7.904943943,7.913494686,8.451063827,7.719545494,8.943276367,7.757662064,8.388021042,8.490593479,8.576060451,8.558762374,8.091876704,8.273278735,8.808282305,8.510561012,8.117542614,8.375343505,8.955850366,8.456016529,8.632118892,7.945078728,8.548701621,8.707993866,8.396730245,8.522598289
MAPK11,1010_at,6.413703169,3.807893205,5.80916987,3.574653173,4.053466064,3.925915465,5.093957409,3.306601543,4.292859716,4.434593347,3.603835581,5.710097688,6.434092659,6.156965676,3.938901398,4.198396627,5.298630572,5.559945341,5.144253144,4.307170724,5.662184866,4.598185345,3.853312878,4.154934496,5.503691528
YWHAE,1011_s_at,9.48436424,8.383096046,8.729675253,5.549796531,8.843792166,8.154558479,8.055924536,7.219305548,7.957294896,7.385252052,7.973640464,8.19070009,8.60582153,8.364764713,8.984302552,8.811270678,8.668570931,8.715997997,8.806620948,8.601585071,9.21517529,9.345203007,9.787351792,9.054223192,9.333357239
KAT2B,1012_at,3.912111189,3.483473942,4.822659116,4.397145431,2.374823906,3.672994262,3.656902644,4.985298613,2.005591234,4.785061614,5.730152954,2.380535139,3.350772792,5.458193997,3.429625924,3.164831366,3.327766636,3.230699353,3.938901398,4.394945301,5.20976683,3.483473942,3.249465358,3.96163776,4.049632701
SMAD5,1013_at,6.317349091,5.530135734,6.07748976,3.408545862,4.461244006,4.334892833,5.639367302,4.697701404,4.966795038,5.916311274,3.131873654,6.573584313,7.250731426,5.887171161,3.818783923,6.231284445,5.534529302,2.37358283,3.741193468,6.505793814,6.410991837,6.090738878,2.366861588,5.002814332,3.465034749
POLG,1014_at,8.10080432,8.482555745,8.887930102,9.340736623,8.88259027,9.174679466,8.866067766,9.094671241,8.737122978,8.682065318,8.716683216,8.589403731,8.453943343,8.80202938,8.529822532,8.634643946,8.353050538,8.592852326,8.587508074,8.84419375,8.343976476,8.304287709,8.269197968,8.648365722,8.303277848
LIMK1,1015_s_at,6.424235064,4.192279754,4.700313628,6.220388447,6.655156034,6.729831366,6.551318617,6.935562942,5.326514904,3.829497118,5.496010974,5.595219407,5.059210607,5.424854592,6.045554955,4.171585192,4.63591867,6.631395338,4.970960585,4.217237561,4.167404791,4.734719941,4.323284992,3.716586973,4.687906037
IL13RA2,1016_s_at,5.442484116,4.497623051,4.718854902,4.135413146,2.758067295,5.539203884,5.644442728,3.212622533,2.981534665,4.152571871,4.720767198,3.356884671,5.184991304,3.261537917,4.834260061,4.287045366,4.955536868,3.737602014,4.744377418,5.725646289,5.059839078,5.682798578,6.304094152,4.331591656,5.363021927
MSH6,1017_at,5.149870518,6.570960683,7.348217597,6.007150634,7.693361501,7.009880434,8.58671439,5.754458668,7.592233613,7.887723032,6.098876364,6.857582869,6.911977338,7.05823659,7.121965868,6.936906151,7.898181908,6.308156831,6.957965864,7.089193881,6.895678469,7.457273086,6.208335039,6.674591023,5.940521297
WNT10B,1018_at,6.417498678,5.077331631,4.79031447,5.877586895,5.961950101,5.916737483,6.020433562,5.952271794,6.560791789,5.244943183,6.899223934,6.809242817,4.578839646,6.676461305,7.232588613,6.785683362,6.642329811,6.381933253,4.883544827,5.253156692,4.543559468,5.964522268,6.133855396,6.629531794,5.871162311
WNT10B,1019_g_at,7.715891025,7.287883133,8.235709365,7.507654256,8.59736181,7.258310048,8.215194815,7.525946309,7.600198112,7.668907063,8.164786084,7.381262341,7.567732387,6.965456857,7.719340201,7.783280698,6.742304385,7.155901328,5.144253144,6.589786312,6.845049275,7.082873732,5.608900295,6.94026192,8.011563625
DYRK4,101_at,6.632031247,6.260705687,4.605172333,4.471294073,4.949236165,4.399188836,3.773364373,5.460936843,6.789197498,4.269547646,3.975142829,6.960916341,6.543700019,6.081986974,3.786423792,4.927448468,4.160475475,7.620342186,7.111635119,7.190953492,6.649448053,5.782424753,6.40217412,7.371415424,7.126922941
CIB1,1020_s_at,9.718194453,8.714575509,7.628300258,7.921933299,7.87980607,9.225802548,7.755530864,9.367623678,9.272124114,8.999655349,8.945889857,9.462857862,9.94028126,9.863236509,8.775819254,8.397968783,7.847559356,9.236423782,9.388952847,9.161670969,8.877240715,8.872941456,9.644325889,9.511992897,9.323043053
IFNG,1021_at,3.942579815,3.7068194,5.686949112,7.04410546,3.350191341,3.969674279,5.00048634,2.029998467,5.574247647,3.83888716,6.74451343,3.261250811,5.800625486,3.496892649,5.551930354,4.567163443,6.414699394,5.250964856,3.115624114,5.752167263,5.040585774,3.709163322,4.803163235,4.897722865,5.636632417
IFNA14,1022_f_at,5.508830929,5.542710785,5.435820765,7.202754101,6.308375612,5.445494469,6.467229329,5.697393355,6.181661549,6.120117651,4.02029639,6.185124015,4.942870803,3.710625714,5.780430819,5.14914396,6.464356098,6.490033837,6.520609106,2.596377599,5.326514904,4.530210655,4.575181477,5.814554006,3.395788435
EPO,1023_at,4.233826417,4.107351592,5.06605293,5.658800262,4.941262859,5.335981048,5.056649707,4.291311123,3.888678596,5.124206709,5.098785427,4.176150584,4.185216228,3.995301722,4.09198764,6.005364772,3.758225006,6.781033486,4.886587053,3.985164517,3.904325676,3.330496802,5.155016755,4.398087281,3.829497118
CYP1A1,1024_at,5.07032975,6.730104454,5.32456463,6.141592681,5.05847065,5.111837299,4.870625012,5.890383487,6.428704321,3.926413955,5.093424787,4.867432988,4.729373715,5.905523087,5.505420789,5.914193302,5.397197913,3.261250811,5.907314834,6.851421249,4.713079535,5.304884342,4.532761004,6.51062492,4.687906037
CYP1A1,1025_g_at,5.791343601,6.130639855,5.339353666,5.818210738,6.668613535,6.842994675,6.205387379,6.142051781,6.171176728,6.189079145,7.55161765,6.231284445,5.789632652,6.210828941,7.191571326,6.166125601,5.701249299,5.564156148,5.78286466,5.214209496,5.548037664,6.616191054,6.201233572,4.662436245,6.473078045
COL11A2,1026_s_at,7.0155052,6.189489276,7.561193718,7.322844673,7.542872345,5.631461383,8.360744856,5.08861031,6.611602179,7.807488109,7.530301455,7.200383823,6.957965864,7.434102116,7.952190338,7.423545714,7.473027186,7.478858733,6.37289463,5.534002093,5.789275566,6.611098924,5.088185947,7.340346284,6.397995923
COL11A2,1027_at,4.356221222,5.245350679,5.560836614,7.595220867,5.130712362,6.255274351,5.127872206,6.665965603,4.875734926,6.106213826,5.268988054,4.206128407,5.303820722,4.392886224,4.829234005,4.348555246,4.865428684,4.415663456,6.745802138,3.745528929,5.292904008,4.27836386,7.183409585,4.96735023,6.131971815
TOP3A,1028_at,7.033471039,7.421560059,7.170350138,7.343668484,7.848809433,6.932656416,7.098284477,6.784321429,7.298306619,7.627224085,7.252028593,6.841285835,7.075608969,7.109082245,7.35242164,6.860807622,7.148982787,6.634634591,8.011563625,7.076600182,6.179088354,6.905966457,6.694532086,6.895480212,7.240025139
TXK,1029_s_at,4.219603722,4.579783307,3.076520995,4.664377141,4.224539887,3.032747995,4.90964696,5.129394046,3.922995889,4.692118747,3.912489602,4.91642399,2.932869094,3.64369246,5.638011854,5.192161812,6.030064494,3.904325676,3.777720639,3.60567884,2.78684057,3.601494502,5.44228213,2.570770655,5.548037664
HIPK3,102_at,5.077583957,6.371764141,4.482288313,5.995107134,6.248333171,5.704344732,5.00048634,4.501365779,6.060004427,5.751443999,3.238377802,6.176775648,6.190402746,6.182600763,2.885537319,5.848100447,5.942673182,5.33013669,5.502939628,5.847837217,5.134921234,2.824228697,4.837733039,4.084376177,6.254356314
TOP1,1030_s_at,9.689312358,9.622560226,9.748193605,10.14119608,9.37329668,9.890508026,9.486370198,9.85877257,9.891998383,9.433252555,9.616652457,9.622560226,9.933086153,9.665305107,8.731990241,9.446177977,9.594265154,9.160697281,9.348650443,9.709936018,9.594265154,9.802929167,9.282190894,9.353519888,9.94391392
SRPK1,1031_at,7.125589301,6.616191054,5.417955571,6.547321192,5.890577048,5.935078227,5.994686546,6.570706902,6.758435746,6.479293544,5.23932797,6.902196472,6.7876854,6.901415417,6.533260426,6.821125157,6.258436579,6.767134671,7.045249366,6.895480212,7.465430171,7.159556801,7.140712938,7.287641524,7.421966139
CXCR2,1032_at,8.182518997,8.177038774,9.015202987,9.419910443,8.549363156,8.715212676,8.639323479,8.370934467,8.756269075,8.62482065,8.538565747,8.302139136,8.914332477,8.607821633,8.606849846,8.438283076,8.756269075,8.774276754,8.44714808,8.367567024,7.997895154,8.268044894,7.933309617,8.263150499,8.457604344
CXCR2,1033_g_at,7.353758269,6.642450234,6.854990503,7.867292298,7.35265547,4.911035811,6.719098463,6.932752581,5.073070071,4.556083139,5.562710715,5.550689521,6.780876966,6.919601734,6.577831542,5.444106274,7.235020873,7.04784985,5.311632069,7.003883857,6.234513841,6.015110141,5.731173528,5.95034596,6.686708778
TIMP3,1034_at,8.141131854,8.82580728,8.59516177,9.035003948,8.587844613,8.097375127,8.975220274,8.211156754,7.623038456,7.754566587,7.966133394,7.597383792,7.479080475,8.012602497,8.500356801,7.86750551,8.21758695,8.192119172,7.474812431,8.160942594,7.973421381,7.593168313,7.618547875,7.94760013,8.535018527
TIMP3,1035_g_at,8.663443585,9.491069414,8.338809867,9.20842315,7.479595767,7.594464703,8.401730617,7.340697005,6.442020441,8.538565747,8.76773493,6.95089117,7.714342251,6.766283784,7.608202538,7.854293888,7.741144318,8.147711706,8.201736148,8.146726411,8.911992693,8.042464272,7.100987002,7.5587577,8.101562069
IL15,1036_at,1.080890913,1.699147768,2.542575425,3.942579815,5.711383277,4.450910167,3.110573281,3.590450241,1.18578242,3.106700104,5.496010974,2.110744471,3.969103831,4.412460014,3.902397568,4.003413456,3.034835269,5.689515918,5.130227793,3.005394479,4.30150835,1.653552225,3.313133895,1.018529368,1.884494524
BAGE,1037_at,4.595037142,4.302509392,5.683686292,1.951868713,5.083557425,5.443412123,4.284669797,2.376607172,3.006220874,4.949546773,6.776933375,4.787976091,4.035722502,4.301646078,2.230327901,3.204728936,3.912300396,6.716280016,3.46380572,3.635978885,5.07179177,2.568379316,5.859955824,4.246858961,4.790586251
IFNGR1,1038_s_at,8.253749777,8.318456657,7.81273766,6.203302961,7.590672107,8.054876232,7.778737461,8.282298565,7.962511593,7.523052954,7.431007478,8.343034153,8.40482659,8.623629862,8.582071617,8.663136958,7.95267145,8.291799042,7.377410073,7.644549336,8.580802939,8.034715039,7.560372859,7.800252802,6.9994737
HIF1A,1039_s_at,8.342192785,8.226630823,6.793378448,8.255728482,6.535319361,6.530877949,6.588342686,8.098068894,7.309569627,6.467862228,9.080488806,7.829473892,7.994182807,6.944738096,6.664651584,6.987619013,7.266009682,8.146726411,7.942584942,8.416848106,8.653032421,8.209905677,7.734251426,7.591965878,7.777891831
THBS4,103_at,3.613331266,6.967479239,4.831907981,4.339338908,6.555751155,4.530702896,5.216034543,4.185084174,5.317464894,6.270539906,4.777166931,5.105309441,4.021780091,6.234431704,5.276557142,5.754458668,6.783352598,4.656426988,5.510383096,6.706006871,6.428575212,6.28074644,6.822320718,5.994418886,5.012542924
ABI2,1040_s_at,4.456747043,4.255616678,6.50827152,3.794638113,3.697029731,2.31280295,3.419370013,2.913327797,4.694634274,3.62610163,4.941262859,3.23339437,4.209223112,4.1531517,2.807448589,3.543353287,4.271235796,5.930283232,2.650053314,5.187563624,3.930707491,4.973201416,3.300197986,5.363021927,4.390807274
EFNA5,1041_at,6.671656209,6.006265987,6.203639865,8.256782427,5.701983973,3.048238929,5.735279626,3.639708407,5.419684664,6.663037111,6.019387604,6.065411118,5.963885631,5.517807527,4.286013588,5.566612237,5.187318012,5.763778747,7.229869901,7.114005285,5.271738474,4.392626779,5.561132154,5.481351705,5.020427317
RARRES1,1042_at,3.912111189,8.109031546,5.706792171,4.422196919,2.190899756,5.143165085,2.093894416,6.977846757,5.990579621,5.973917372,7.251424618,4.513361534,5.980729429,6.722227972,4.705907903,4.381696769,5.793997834,5.428567914,4.040230916,7.162464292,6.685863648,4.638734234,3.972017464,1.638023576,4.147150911
RAD52,1043_s_at,6.103549777,4.367051175,6.083021276,2.440792698,6.831500561,6.163960698,5.531995186,6.350065379,6.203302961,5.767528252,5.981139636,6.568376385,5.569503391,3.364648258,7.055277987,5.87888097,5.61229924,6.465836796,4.922906678,5.380967508,5.634510683,6.092245024,4.811264159,5.767528252,5.405499636
E2F5,1044_s_at,7.112483892,6.251314116,6.414231788,7.167685341,7.666570368,6.916018276,7.078753779,6.832267236,7.134927711,6.53045642,3.527951939,6.940757783,7.542657079,6.271632435,7.26159676,6.491622329,6.888337421,6.310427871,6.095248451,7.121669893,7.123295108,6.863149521,7.111427481,6.89010797,7.450038323
RELA,1045_s_at,6.493800064,6.063261572,4.742532102,3.131156777,7.004344135,3.37343095,4.823764034,6.027606757,5.381527939,5.348522531,5.196038163,6.475664234,6.892306968,7.217498314,4.502929716,5.966031728,2.542575425,4.669150636,4.177594942,3.035545943,5.612629969,5.138267464,3.403561694,5.828098639,6.360417841
IFIT5,1046_at,4.465812194,6.021412156,5.181887156,3.812051801,6.609847851,6.416807244,6.196838023,6.132369083,5.850842824,5.87087599,3.160995558,4.989173308,6.366054575,6.026019454,6.825271062,5.332022644,6.264913637,6.137185385,4.171746839,4.092317327,6.046661877,3.330496802,6.002349734,6.630799925,4.931816175
MST1P9,1047_s_at,6.657741846,5.577155022,10.14767285,8.443663703,7.364833386,7.152646854,6.527643593,6.62203638,7.458058744,7.789102743,7.493927573,6.344120586,6.689401115,6.896343988,6.741767568,8.264415442,8.203338235,5.763778747,4.532239419,6.261642061,6.148987555,6.708794995,5.81636005,5.75287592,7.2713158
RXRG,1048_at,6.371958757,6.349501797,6.248656476,3.557568759,7.119207037,7.526137841,7.314453402,6.258585296,6.212935751,6.90436703,6.619504112,5.937108908,5.671922873,6.618061449,7.257630532,5.811090171,6.318730703,5.889799653,5.317894708,6.051814761,5.900094308,5.795861408,6.466450268,6.42825216,7.264815591
RXRG,1049_g_at,5.348866849,6.500071984,4.59023889,5.324770051,4.764138796,4.964027869,5.771654334,4.819159096,4.788531223,4.724275331,5.305395467,4.562732009,4.75961222,6.132926425,3.669884201,4.266567761,4.134589669,4.901750428,4.105769637,6.177021177,5.083865754,7.024410156,5.002157048,4.945274275,4.85329554
POU6F1,104_at,6.420387699,6.182138873,7.328608231,6.816189098,7.092579725,7.45555275,7.427157302,6.886845447,6.715492212,7.230297373,6.643365014,6.412498384,6.102153764,6.52674401,6.516866115,6.550697172,6.476336641,6.932656416,6.906274598,6.258585296,6.083900266,7.343401754,6.408338549,7.050224616,7.037235953
MLANA,1050_at,1.699147768,1.038659282,2.303378761,6.671656209,5.15321677,1.820905247,2.517508524,2.376607172,0,2.30228903,3.09069938,2.057778495,1.519027323,1.484400621,3.356726567,1.051598136,2.672422167,3.564057118,2.189350874,2.040775965,1.576352453,3.657377211,3.09930683,3.260963705,3.219133952
MLANA,1051_g_at,3.891060527,3.739477641,3.957080391,5.164882819,4.414638181,5.857746709,6.82254794,4.185084174,5.065360313,4.369935182,7.069947295,4.041883053,3.742458593,6.407437785,5.255022114,6.383703553,6.920956141,6.061324734,7.113184582,5.563553922,5.488796405,3.985574405,5.904309629,3.829497118,6.28588714
CEBPD,1052_s_at,10.79412255,11.68889786,11.6014048,12.9507906,10.20772001,11.97269004,10.46293908,11.92177334,11.03368332,12.11175814,10.94550954,11.89378781,12.24912021,11.37172694,10.10411396,11.13755839,11.42766889,10.76879933,10.48894214,11.05634268,11.40053358,10.91388184,10.29947984,10.52240392,10.56135246
RFC2,1053_at,7.474632843,6.844870122,3.816485261,4.277799219,6.60509294,5.681581985,4.942870803,6.360707766,6.510811185,3.349691703,7.900957079,6.018945145,6.864038639,3.858006847,3.717171484,6.408338549,6.441380248,7.501216932,7.944588026,7.20073445,7.249310407,7.583055664,6.889187243,7.762661006,7.702800474
RFC4,1054_at,6.778038898,4.075814096,3.032747995,6.503961656,4.560722346,6.967479239,2.695533488,5.585596607,6.909143322,5.586803475,6.065713674,6.692418463,6.057319165,6.213456337,6.302247425,5.056108489,5.94855975,5.763778747,6.125052422,4.287045366,5.793067377,6.578849568,6.28322357,6.577651296,6.623641762
RFC4,1055_g_at,8.231482153,7.339231743,6.680183351,6.517551222,6.57137853,8.658281515,7.294516705,8.18379176,9.157880348,8.377146413,7.156385381,8.907346283,7.501787855,8.44714808,6.905845026,6.448405407,6.736092102,7.565804536,7.919928089,6.859335568,8.250743481,8.207922507,7.531460396,8.128026876,7.688121058
IL16,1056_s_at,4.537487669,4.678152674,5.599916441,5.961538447,5.840743076,3.980014725,6.568563764,6.280824378,6.089112025,6.314872457,2.84612405,3.884422589,6.113700477,6.076968895,6.191269197,5.306502811,3.70349504,6.142340334,5.834130986,4.287045366,3.504174294,3.698093773,6.263202734,5.264915405,5.428028133
CRABP2,1057_at,5.793997834,5.880580081,6.324393122,7.051931534,6.863570803,5.975293134,6.998043676,6.620722748,6.854605921,6.973355815,6.495155809,4.661822838,6.666159469,6.576013327,6.358644571,5.006069841,5.213435159,6.843270973,6.495359595,7.171338357,6.167115198,7.256762399,6.9258855,6.410151808,6.023561357
WASF3,1058_at,7.163401521,7.243609896,6.800888969,5.993276375,7.849785421,7.385404078,7.672893553,7.588937402,7.61073267,6.993439045,7.688273552,7.7948243,7.902772392,7.387909134,7.97001542,7.445023386,7.516287357,6.821936204,6.198626909,4.460371387,7.560999875,6.974466256,6.131366122,7.125771505,6.459302272
NTRK3,1059_at,2.308788228,3.885455752,4.040230916,2.286320135,4.147150911,6.099122927,2.372341755,5.687840477,5.032735713,3.382864928,5.624251902,4.7097548,5.828345762,5.797341123,6.133775795,4.628132042,4.120784877,5.08861031,3.922995889,5.024869735,4.699382701,3.461242774,5.923592261,4.910469286,4.663176709
NR1I3,105_at,4.99177022,4.531804796,6.445238828,3.599961805,2.374823906,3.650282574,4.964466215,4.738322155,5.27333534,3.5484571,5.940805818,5.00165424,5.303820722,5.57391841,5.841622647,2.82008838,5.334329353,5.183346562,3.159667918,2.160771411,4.6099521,3.497238209,1.949295873,4.753771698,5.293259159
NTRK3,1060_g_at,4.362362685,4.623596991,6.438109838,8.067501307,7.346073428,4.974029451,5.131734636,4.977619088,7.381430782,5.265225517,6.245380827,5.645969659,6.926719729,5.019869197,5.789486001,5.650287514,6.427020988,7.04784985,4.192279754,4.307170724,5.68237113,6.482237365,5.700380739,4.554944762,6.743443525
IL10RA,1061_at,6.349404037,6.610777985,6.744232578,5.865647245,6.489087154,7.262913009,5.481658544,7.912751036,4.9324956,7.215358457,5.327409428,7.028478004,6.791761343,4.752038896,6.551127258,5.764466109,7.196272326,7.076104456,7.466322666,4.771425559,6.877389665,4.934936161,6.896343988,6.656308074,4.730305559
IL10RA,1062_g_at,5.885862675,6.263714703,5.884042049,8.18967541,6.387713049,4.605508061,4.356221222,7.868509011,6.732513291,4.16330254,4.369361253,4.968087716,6.308560354,4.165761232,5.902782493,6.460238524,6.651004448,6.652421505,3.580560775,7.306692393,7.121669893,6.809421089,7.143507057,3.640470907,4.018358291
TYRO3,1063_s_at,4.545480319,4.599122833,6.682375393,6.983997441,6.871797418,5.103484893,5.58159573,4.956279298,4.503474158,6.329147705,5.619873546,5.997960171,6.686255405,4.493398497,7.146162583,6.005364772,5.855642205,7.48469306,5.696757133,5.250801117,6.179088354,7.849521691,7.384042275,5.490841954,5.215788793
TWF1,1064_at,7.783280698,7.264254605,6.641923298,7.434893263,4.707505643,6.901624109,7.04784985,6.42470329,7.042281147,7.091398488,7.174474226,7.540292857,7.471627976,7.343135025,6.864354331,7.331820764,6.82929197,7.560589446,7.325155023,6.984432175,7.864873683,6.645268752,7.240025139,7.326373179,7.215626172
FLT3,1065_at,5.976839274,5.346983943,3.741570349,5.654507786,5.685854081,6.651491392,6.581011352,4.100635148,6.801227879,6.358060198,6.326834368,5.961398559,5.092271534,6.176209767,5.80837677,4.163074487,2.847648863,5.741824888,6.251486726,6.423511281,5.89631073,5.007359096,5.44808766,5.202280949,5.829389796
IL12RB1,1066_at,5.600260619,5.315383125,5.315383125,6.924216315,6.706453276,4.316946561,6.455003133,5.865647245,3.578024013,5.657659007,5.705201389,4.540745282,5.01752771,5.292550825,6.419247011,6.63313509,4.160475475,4.183566489,4.142782329,6.576013327,6.119169754,4.679075072,3.661967948,5.585228076,4.692921405
FLT3LG,1067_at,5.07032975,4.912841458,6.28322357,4.956555228,5.949628447,5.940805818,6.075929459,5.641380219,4.734719941,5.865356059,4.044145237,4.90964696,2.38460123,5.909179169,4.638367296,3.713066051,3.903768212,5.582084436,5.020037197,5.806166385,5.448009359,6.167753963,5.387813011,4.797503696,4.794923353
FLT3LG,1068_g_at,4.560722346,5.557263813,6.387713049,4.76266634,5.372803522,4.840275425,6.338149624,6.809890918,4.9324956,6.0302479,5.63497419,4.91642399,4.542858587,5.273197067,5.32127904,5.353441299,5.35455592,5.835480369,5.053793267,4.601707075,3.961790831,5.196188444,6.918470144,4.92541812,4.741027201
PTGS2,1069_at,5.617266505,4.837312963,5.103652195,5.31409051,2.562043583,2.798968239,2.8017371,6.229213153,4.89753501,3.461242774,6.097079595,2.466018289,3.854419142,5.905523087,3.207595225,2.525261593,2.923907891,2.37358283,2.348701226,5.434586403,5.001833478,3.017296716,3.327766636,3.61496001,3.966565614
RUNX3,106_at,3.469434875,3.183033505,4.559709103,7.356706591,3.197046976,4.820663147,3.369688952,7.377410073,2.758067295,5.926061436,4.425959438,5.544753478,4.300507139,5.181325781,3.133682593,4.184033716,4.545764103,4.901750428,3.959702063,3.406394447,4.705692173,3.881045162,3.822749809,4.013306656,3.465034749
GTF2B,1070_at,5.958480503,5.064683077,4.476501301,7.387557558,6.393003168,6.428931268,5.635094658,4.192650803,6.476336641,6.86387001,4.755726129,6.198211057,6.695680207,6.611602179,5.383784083,5.466560603,6.210828941,6.126581278,6.869336405,6.090063434,5.79874038,5.062857861,5.599916441,5.208092969,5.522679158
GATA2,1071_at,6.4625946,7.016486223,5.584810989,5.633623094,7.738694181,8.536453591,7.73077414,7.126505556,8.588488047,7.785585337,8.565021164,7.697384572,8.299026943,8.307305557,4.960382164,6.949099333,7.870307879,8.463308375,8.752182668,8.583699974,7.83852696,8.605183619,8.359157883,8.090874162,8.042232369
GATA2,1072_g_at,9.025838154,8.509834679,8.618955097,9.959897372,9.049228723,10.67067712,8.779561056,9.249152261,9.869607136,10.17015623,10.82365034,9.651917283,9.270573474,9.934633243,8.463945793,8.017746409,9.053628188,10.22047063,9.83827827,10.54864768,9.088522033,9.83121981,9.363033917,9.968553769,9.463919457
TCEA1,1073_at,9.772807577,9.234917186,9.01188851,8.025987088,9.469286077,8.522598289,9.863236509,9.529776665,8.694304654,8.535018527,9.270573474,9.10792746,9.503156038,8.616060873,10.02266442,9.550059254,9.470708744,9.476319758,9.607980098,9.439569785,10.01927057,9.692935766,9.916320603,9.587762083,9.784318744
RAB1A,1074_at,8.939071297,7.683809988,6.511586058,2.76882056,6.564310218,7.219642686,6.745990477,7.254464492,7.521462778,6.321267577,6.290126998,7.849257961,7.658154374,7.996816649,7.307731354,6.977034799,6.638346454,8.087279413,7.868384306,7.20073445,8.001909475,7.924286822,7.754566587,7.57509741,8.163655316
IFNA16,1075_f_at,3.968353849,5.714883789,3.826087318,5.348866849,4.025901543,5.884264967,5.439483767,5.514712823,4.480524601,5.638129032,2.015807334,5.595219407,5.512100962,3.125831318,5.040585774,5.703716683,2.863825963,5.694052522,6.474910639,5.441039736,5.090543795,6.09945215,2.575020264,6.110006212,2.725442896
IL1A,1076_at,6.361389909,5.027429696,5.434586403,6.568376385,6.165542601,5.616123528,6.877049803,5.31480713,5.725548785,5.345162042,6.897648625,6.321267577,5.487865274,5.313231558,6.119367675,5.737834185,6.939265252,5.778673965,3.115624114,5.87603311,5.357734857,5.925012732,4.635163529,5.363021927,5.949157134
RAG1,1077_at,2.643133607,2.163891352,4.37604344,5.041418016,3.033085472,3.411334157,4.808197547,3.731997108,5.258478445,2.704474462,5.552064745,1.746356686,4.256263236,5.726652215,4.648642309,1.758654666,2.472365542,4.174334804,2.189350874,3.45145136,4.490017549,3.123606131,3.300197986,3.027837675,2.426547774
