IDENTIFIER,probID,GSM152804,GSM152805,GSM152806,GSM152807,GSM152808,GSM152809,GSM152810,GSM152811,GSM152812,GSM152813,GSM152814,GSM152815,GSM152816,GSM152817,GSM152818,GSM152819,GSM152820,GSM152821
ATP6V1D,33854_at,7.133433596,6.952589217,6.829073828,7.892672762,7.100284689,7.730880333,3.5639766,6.325966513,7.554337912,7.478218224,7.649558066,7.889988927,6.723542545,7.193080707,6.825922314,6.704769446,5.910155021,7.112654964
GRB2,33855_at,7.706798386,7.129385525,8.163974756,7.309743252,7.738068607,7.521227707,5.657780895,7.535978023,7.837525689,6.798816615,8.346467002,7.543230199,7.347559344,8.262743476,8.103055227,8.511786523,7.866224824,7.669523455
FAM127A,33856_at,10.32033182,10.70905596,10.91813796,9.63975439,10.75064704,9.362859533,8.984917792,10.13523858,10.46522818,10.15617332,9.941748365,9.682011249,10.56784996,10.75064704,10.96720298,10.28891155,9.941748365,10.1618497
NSFL1C,33857_at,7.854887279,7.957419168,7.555429989,7.885239566,8.014426547,7.23216643,7.639869642,7.925395383,6.356814229,7.713622008,7.743944464,7.980122871,7.28600251,7.931073709,7.544971669,6.901423413,7.837898269,6.879517937
NSFL1C,33858_at,4.117073454,4.280172424,2.630473208,3.102831064,4.536465338,4.330008918,3.411020768,3.582527594,3.706378324,4.765338916,3.586140707,3.609821342,3.444056334,3.152883641,2.755629219,3.32082584,3.441159141,4.121417379
SAP18,33859_at,9.963369712,9.772252193,10.1032532,9.896133694,9.288090406,9.947116437,8.620171912,9.371101294,9.795857361,10.1618497,10.52669696,10.58713109,10.29978032,9.791693666,10.13523858,9.845498443,9.998238834,9.969421248
UBR4,33860_at,8.832209121,9.270151764,9.29131887,8.418884614,8.822045875,8.595021807,7.966861776,9.185053093,8.349861392,8.478555567,8.638229871,8.80290034,9.088057207,8.861468729,9.001671323,9.197929015,8.501901924,8.668752137
CNOT2,33861_at,7.9570493,8.15078274,7.542799418,8.162523996,7.610725532,7.611430092,7.684998282,7.580553938,7.375527652,7.805333869,7.966861776,7.535806368,7.854887279,7.717092719,8.08887986,7.396565187,7.705390573,7.742816457
PPAP2B,33862_at,10.87672865,11.76396299,11.60258766,10.4336588,12.24363311,10.34313536,11.80768252,12.39359184,10.80009363,10.10119314,11.36067777,10.88814468,11.67357608,12.52069149,12.90001005,12.04910578,10.8562785,10.96720298
HYOU1,33863_at,10.83935392,9.612783154,9.60412398,10.68171187,9.936700071,10.69373593,10.10667989,9.757265457,11.0277637,10.21132545,10.71866008,10.47472601,9.493130289,9.110731257,9.731851338,10.4324362,10.05591814,9.860077464
ZMYND11,33864_at,5.439449437,7.466319339,5.820321771,6.027116114,6.019950446,6.165582307,2.679650504,4.491290526,6.775935804,6.39375953,6.841017998,6.418228936,4.942075679,6.415980771,6.06875287,6.758193805,4.856237829,6.296663774
ZMYND11,33865_at,8.645710528,9.754830957,8.946431185,8.672027659,8.844808014,8.961400062,7.582585808,8.969938947,8.724824933,9.038748371,9.4508076,9.302507929,9.284787454,8.940202718,9.19568942,9.689174707,9.342672862,9.25364306
LOC643634,33866_at,8.51894531,9.836945711,8.304332524,8.542147738,7.940610274,8.0484862,7.461992437,8.788619313,7.915596589,8.900475511,8.088037105,8.21056917,9.329236473,8.213204189,9.263037245,9.433848574,9.135263703,8.360545129
RBMS1,33867_s_at,8.152278066,10.60191617,9.551697726,8.177442893,9.922768889,7.584865508,10.70905596,9.945595196,8.505269484,8.520770396,8.612724474,7.808115583,9.7253312,9.582843533,10.03993925,9.177786893,8.849370862,8.388134525
POLDIP3,33868_at,8.039598399,8.368830876,8.352405528,8.78063229,8.200513347,8.395294827,7.519588271,7.790926054,8.251477004,8.109499421,8.009506903,8.309371449,8.63443295,8.20511868,7.99349487,8.284602149,8.175055077,8.130343366
STAT5B,33869_at,8.353202142,9.500244639,8.678350944,8.301749841,9.201173629,8.376281798,8.598194832,9.050570099,8.180925773,8.619908413,8.849370862,8.746724494,8.827087606,9.347938775,8.967297976,8.91429416,8.274186173,8.609936389
KDM3B,33870_at,7.416558826,7.38109593,7.597727658,7.654017225,6.834054912,7.202512147,6.001027429,6.908897291,7.503967563,6.969088495,6.9198835,7.808115583,7.225097949,6.691685235,7.179336608,7.311521262,6.414562753,7.353394733
FOLR2,33871_s_at,6.229957114,6.891211698,7.290173452,7.030937632,8.159786479,6.061971644,7.942088719,7.993796043,6.279432939,7.40462519,6.925391792,6.072096204,7.589561585,6.995382355,7.361245487,6.432240302,7.216556403,7.619223081
LPHN2,33872_at,5.907916522,6.829658516,5.45191746,5.399312394,5.824085454,5.523239042,6.050357152,5.724947867,5.903895029,6.299501302,5.591161235,6.252478092,6.486140401,5.164467295,6.62900691,6.025955236,6.506250194,5.710259354
VPS72,33873_at,9.465594619,9.370602896,10.03993925,9.117481063,10.18474496,9.190197741,9.056688334,9.18592649,9.579021976,9.141217305,9.104323529,9.439705506,9.684514591,9.867993196,9.784427824,9.598857258,9.619245838,9.403047493
ATP6V0E1,33874_at,3.490998119,3.777761269,2.172938407,2.572590341,2.668986797,3.180013252,2.031368238,2.709849955,2.950337332,2.477110713,2.49978897,2.312591481,3.067977165,1.884474929,2.596703315,2.316841082,3.428485559,2.701253484
ATP6V0E1,33875_at,9.49001765,9.600514078,8.959284581,10.39517764,9.270151764,10.6707741,8.413973027,9.519679464,10.18296774,9.976173104,9.93302092,10.08848157,8.985632739,9.177413186,9.165571551,10.16360256,9.198500774,9.377627002
WWTR1,33876_at,8.848086499,11.08193312,9.984861596,9.18349302,9.614328243,8.924263377,9.984861596,10.43488139,8.89845376,9.168735614,9.40679336,9.136209746,10.21678429,9.753580726,10.46522818,10.06846776,9.414260008,9.295581193
MTDH,33877_s_at,9.375381693,9.309010925,9.322139167,9.249707383,9.219026308,9.285945218,8.578938507,9.020780538,8.759963924,9.537406304,9.517346075,9.403047493,9.300778989,8.740691542,9.386490552,9.117826946,9.162564559,9.510470984
EFHD1,33878_at,7.191250465,6.309423699,7.849687927,6.575566473,6.684581717,6.938428202,8.585340201,7.251753559,7.504684462,7.514197193,7.121995709,7.69974534,7.371536848,7.918108987,6.34937032,6.926390492,7.333837055,6.874105942
SIGMAR1,33879_at,9.142235451,8.961056961,8.648088704,9.238566835,9.320769404,8.955393251,10.06846776,9.311329415,9.300778989,8.825830225,8.532044516,8.717402753,8.464328473,8.627778219,8.711764278,9.163726263,9.046166751,8.862795209
ACSL3,33880_at,7.048176474,6.027116114,6.159344108,7.277096128,6.373239693,6.959288271,6.284566195,5.874017272,6.647862703,7.235412766,6.794466003,7.731771457,6.186101999,5.531406369,6.686913815,7.689059978,7.164010258,6.127827116
ACSL3,33881_at,8.827881764,8.001424302,8.103579664,9.696395554,7.715706059,9.29131887,7.644772668,7.851532043,8.709460361,9.540936676,8.926670276,9.919714502,8.413973027,7.796452339,8.283900186,8.93625479,8.681229582,8.412763149
RAB11FIP5,33882_at,7.955854535,8.329180477,8.516017815,7.817353,8.261300677,7.734091601,8.291050663,8.179742283,7.449862745,7.552524981,7.910501205,7.956855886,7.690810293,8.172129823,8.107008671,7.920038454,7.323076863,7.469769275
EFS,33883_at,7.417508955,7.24517807,6.523302246,7.787445002,7.220071269,7.867123534,6.174257194,7.143128383,7.904680144,8.289052537,7.323779895,8.176986664,8.359226541,6.55025543,7.586002152,7.984655333,7.110128484,7.58721889
UBE4B,33884_s_at,7.109190849,7.186301493,7.154784061,7.055582624,7.438381261,6.844871295,5.099541791,6.806128865,7.471601698,6.784050823,7.076267916,6.773049271,6.459812793,6.840453455,6.913066115,6.991171244,6.601170213,7.287429493
KIAA0907,33885_at,7.965009332,8.303592209,7.990246142,8.934732499,8.078883918,8.237742566,7.673735366,8.157183927,7.908831764,8.337646534,7.897345102,8.336707155,8.280268416,7.452399865,8.140175142,7.805746483,7.38984198,7.682737289
ABI1,33886_at,6.395554613,6.170931261,6.253883099,6.030870257,5.09167559,5.965725685,6.490385441,5.846764537,6.199680528,5.903267787,5.614445616,6.348561019,5.801202084,6.229411804,6.285822667,6.080656612,5.899333133,6.242394383
HGS,33887_at,9.693659434,9.024705104,9.165848406,8.9382263,8.420858991,8.954682396,9.824590659,9.535984753,9.030993195,8.875519671,8.779922222,9.065486598,9.196853139,9.144467388,9.119122638,9.322139167,9.705780795,9.229254265
ACTR1B,33888_at,8.474473055,8.700775088,7.99724238,8.596555739,8.386961431,8.292872175,6.411614912,8.633390752,8.404841229,8.663833309,8.143094227,8.540282449,8.028442379,8.530645907,8.202826797,8.498327139,8.278127004,8.608603732
DGCR2,33889_s_at,9.216250012,8.945239339,9.245340453,9.128764315,9.2301899,9.059700049,4.305826733,8.513737535,9.136724684,9.390453079,9.14772606,9.528978908,9.977126145,8.657084116,9.023707097,9.370104498,9.25068176,9.337419379
RGS5,33890_at,6.04236486,6.917458,8.417075396,6.003994375,7.01656675,5.44106413,6.544000777,6.696356549,6.490840526,7.427925128,7.121472257,6.66422909,6.575321605,7.744393634,6.743921584,7.330240521,6.976897798,7.040479715
CLIC4,33891_at,9.131285011,11.21647652,9.899774204,9.40679336,9.979246568,9.185489792,9.758685825,10.76398841,8.958574251,9.159453925,9.436743695,9.187624995,9.491432396,9.362458964,10.5015677,9.820176232,9.48052013,9.422029497
PKP2,33892_at,4.750696347,2.38896508,5.778294818,4.748443033,4.939235804,5.605834289,5.373980493,1.992841401,4.771385366,5.859588304,4.831648166,5.161048105,5.614920292,4.004264608,2.349852464,4.825883294,2.299122334,5.199231814
CEP170,33893_r_at,6.243449935,6.820727092,7.055049197,5.977287999,4.907007071,5.577590769,6.571159139,5.489879295,4.191987831,6.185599724,5.895214541,4.961354655,7.092494078,6.65995721,6.864016895,6.322421023,5.310717815,4.216933172
NET1,33894_at,5.282664726,1.254800702,5.623117097,5.037187465,0.651741182,3.945497068,0.515350477,3.325433382,1.333022845,3.503567768,2.96923939,4.101101853,4.858088365,1.125684192,4.622477113,0.158949882,1.976623898,3.756615439
SH3YL1,33895_at,7.557970217,5.792617163,6.188182409,7.440827971,6.718134867,7.722339069,5.111192851,5.646907198,7.872716392,8.098828756,7.472147816,7.189936353,7.471135463,5.241073171,6.112851898,7.113368963,7.268836207,7.659410886
EP300,33896_at,5.628765608,4.466157131,5.961452328,4.142369207,4.668438931,6.466820052,2.487233613,4.437059762,5.179137407,5.969720002,3.351171514,6.06875287,6.016663595,3.389045682,5.541425306,6.385251825,3.786122703,5.390132457
PI4K2A,33897_at,5.09167559,2.649130743,4.64831591,5.275515645,4.155189826,4.893626542,6.461660956,2.824210179,5.589097854,4.05113291,4.407973366,5.910155021,4.952257513,6.222398656,4.940464651,5.589683445,5.761557795,1.669139224
MCRS1,33898_at,8.541697229,8.506989892,8.81471698,8.253961832,8.943878225,8.101213195,9.209102298,8.740691542,8.271319412,8.118095786,7.959289382,7.591750538,8.469144007,8.345210622,8.880433869,8.460987324,8.608952369,7.991464983
ALDH9A1,33899_at,8.612273509,7.857727326,7.630658855,8.940987378,7.81357964,8.640108182,7.380977164,8.077476408,8.789701941,9.177039479,9.26216543,9.000730044,8.640631184,8.011723134,8.065574702,8.631130903,8.595600996,8.796535556
ATF6,338_at,8.160481071,7.725861003,6.354250864,7.919206934,8.521619964,7.999705134,6.229085142,7.290687653,8.103579664,7.767377497,8.129308184,7.914390239,7.534812765,7.032667552,7.716273558,7.602487415,8.523750853,6.525279057
FSTL3,33900_at,7.914093972,10.24771663,8.098074961,7.442770283,7.916177224,7.522063755,9.105242001,8.737873129,7.94515831,7.510581762,7.09912104,6.796066224,8.117935855,8.282226714,8.758869987,7.878284743,8.716586395,7.948256614
SLC29A1,33901_at,7.894733196,7.748387685,8.430066496,7.778054876,8.590630321,7.735812061,8.816708006,8.889621928,7.282266527,7.949732433,7.865741437,6.627236197,8.073333189,8.748329044,8.241651488,7.765504679,8.287219893,8.079137387
GPD1,33902_at,5.244140469,5.108549056,4.991448634,6.045458398,7.255188693,4.233995173,7.824258868,6.959575599,5.365739993,6.458596908,6.473795385,3.815294775,6.764925045,6.422776698,6.388800349,5.842834517,4.88389417,6.806928956
DAPK3,33903_at,8.960531616,9.037708384,8.960006271,8.051202638,8.947815822,8.353754015,8.312220937,8.631130903,8.657352026,7.946739633,8.161315518,8.815339113,9.015984887,9.49001765,9.072956948,8.944558782,9.12340453,8.72528015
CLDN3,33904_at,10.10667989,5.80740089,7.986811826,10.26839986,4.431608467,10.44020099,4.769142492,2.214401077,10.89543096,10.37325454,9.580008715,9.254823492,7.806307181,6.05771845,3.991046156,10.32594011,10.90507839,9.782589322
MBD2,33905_at,6.683660163,7.56228841,5.662275269,6.488724079,6.366769473,6.824824638,4.251555338,7.063323223,6.003994375,6.674320745,6.466277861,6.052896992,7.371536848,4.171584446,6.993637948,6.529946264,6.355839464,6.309423699
SSSCA1,33906_at,8.303186622,8.859397216,7.68418524,8.543179807,8.264229507,8.695676167,8.211875155,8.76066539,8.583162485,8.329878378,8.390478212,8.423357374,8.071971693,8.285692986,8.288505597,8.22607261,7.849386462,7.914093972
EIF4G3,33907_at,8.213204189,8.589229125,8.507654346,7.612240961,8.25512476,7.333837055,5.322062324,6.850379053,7.122312249,7.46291756,7.521843617,7.716273558,8.471542405,8.50569708,8.526314064,8.148550265,8.102776878,7.637090913
CAPN1,33908_at,10.4190207,9.601914439,9.732939346,9.387717698,9.585526359,9.54194617,8.88482479,9.845498443,9.98684116,9.969421248,9.90907164,9.696395554,10.55243783,9.613363572,9.726319267,10.17305537,10.74568659,10.36414145
SF3B4,33909_at,8.918091258,8.305857339,6.725134351,8.135029993,7.960597038,8.04939222,5.453483172,7.867123534,8.038425144,8.178632999,8.111615159,7.745523118,8.810785891,8.03886706,8.290832745,8.286758173,8.186915923,8.103055227
PTPRD,33910_at,1.872303856,5.406012325,6.664624329,4.335774327,5.554666655,1.670710989,1.077424442,5.655683505,0.933700532,4.695566865,5.275515645,5.331197843,6.650541737,5.742353961,6.615312026,5.655683505,5.10304339,5.090693058
PTPRD,33911_at,3.789533135,3.865875643,5.793265554,4.204887244,6.922640579,4.920961533,3.921349131,6.387416656,3.198673235,5.167554187,4.679880524,5.838930421,6.473970303,6.647386809,6.356673327,3.894989408,3.856018769,5.84259897
ZMPSTE24,33912_at,7.560713566,7.707692408,7.008339032,8.143422702,7.086868857,7.976919684,7.392186368,7.65016231,7.675296945,7.898615992,8.167024542,8.294800482,6.938702772,7.372302416,7.577624215,7.667594705,7.59661378,8.044441599
BAT2,33913_at,9.508190986,8.178632999,9.034892703,8.293373154,8.868026509,8.478011671,8.084774111,8.290832745,8.480643077,7.985141094,8.806261645,8.839545652,8.649923342,8.995858184,8.904799258,9.096886566,8.928066512,8.911245137
FECH,33914_r_at,3.024254277,5.200651522,2.572037576,3.686007577,6.877434021,2.971041577,2.679650504,2.453294172,4.82319426,4.03764402,4.76367562,5.037664424,5.043736066,4.084027005,4.709561307,4.860701758,5.278835404,5.556060409
SETD3,33915_at,8.167587238,10.18002435,9.820176232,9.258843191,9.379230512,9.471413644,8.678350944,9.003466704,9.026001052,9.411770684,9.25068176,9.737009233,9.141726378,9.471413644,9.696395554,9.867993196,8.888003162,9.255991154
NISCH,33916_at,8.779922222,8.963910969,9.883180884,9.326570598,8.82552906,9.25364306,8.119449876,8.820770117,9.279528168,9.843353307,8.971583443,9.135263703,9.564528825,8.710180498,8.711764278,9.629577508,9.401026384,9.760629971
EPB41L1,33917_at,6.654009084,7.260303357,7.68480491,6.742707614,6.180680588,7.06615537,7.162923488,4.981596786,7.150409694,6.939807068,7.189110673,6.972307351,6.835025103,6.893088449,7.275426271,7.156010733,6.326229845,7.003164298
HIRIP3,33918_s_at,7.069735915,7.667258222,7.167578677,5.561872641,7.367276661,6.71529636,4.32486088,4.845136734,7.183214349,6.973144546,6.472636689,5.336324394,6.544392668,7.041589145,7.088901934,6.566074199,7.001892172,6.922778386
TSPAN4,33919_at,8.612273509,9.257233565,8.506557284,8.021602167,9.296537454,8.044833803,5.985540907,9.047496345,7.398523142,7.432989949,7.084565467,7.039023753,7.433822407,7.001127957,9.01089415,8.754714158,8.168375718,8.003857158
DIAPH1,33920_at,8.755739454,7.906046241,8.666267583,8.358993455,9.386050738,8.27171079,9.495014019,8.653341472,8.241323957,8.070933836,8.085573449,7.950952285,7.909294058,9.750467549,8.875995535,7.119816294,7.735812061,8.008741807
SLC37A4,33921_at,8.549095858,8.158542071,7.740316435,8.06307506,7.626739232,8.553768596,8.14957719,7.430245701,8.829928845,8.940202718,8.3991661,8.414836018,8.291988309,7.63444853,6.140359476,8.754714158,8.327999743,8.822569236
PRDM2,33922_at,6.993475223,7.357953702,6.802326798,6.614579523,7.1546076,6.720664475,6.38965039,7.621409849,5.424412361,6.627236197,6.042878854,6.597569162,7.267392686,7.027998168,6.353198526,6.453421043,7.026091589,6.444535872
PRDM2,33923_s_at,2.200438641,1.768370173,4.663165529,2.252387375,4.405864938,2.971041577,3.608626706,1.426525738,4.074779722,1.151084087,0.32592205,1.909885806,0.718179388,4.464878118,2.029748996,0.899280105,2.409540524,2.626882265
DENND5A,33924_at,7.431114423,9.511672229,8.230926659,7.146364325,8.348745518,7.706994046,7.77387572,8.191025555,8.171824016,7.430549813,7.893028116,7.122312249,8.515799157,7.954992695,8.716586395,8.506989892,7.694789381,8.168136745
NRGN,33925_at,3.519943037,4.129164823,4.467228665,3.307308046,3.517404694,3.311766523,3.794026209,3.775731643,4.45291868,2.719533374,3.670588105,3.163250091,4.011010466,4.323017036,3.632337665,3.428176099,3.622890087,3.451842843
YLPM1,33926_at,5.342005833,2.948358225,3.762391123,4.008401169,3.448993576,3.23486228,5.766461015,3.36861803,3.948170526,6.111046501,5.8148937,3.753133898,4.73794992,2.636936537,2.805633832,3.088179312,3.699307548,4.732208203
YLPM1,33927_i_at,4.700739151,2.299122334,1.887019578,1.762600248,3.754870553,3.891906791,1.88794088,2.264631984,2.453294172,3.787072684,5.237336018,4.663537328,4.188914298,1.739387475,1.112342583,4.619957033,1.375752208,1.716851698
YLPM1,33928_r_at,3.474487808,3.078300333,2.851939592,3.28861651,1.243866112,3.471119636,2.665407373,1.664805751,3.517975157,2.854296319,2.167659325,4.076226385,3.935481934,4.639829015,4.56649229,4.166097989,4.012170436,5.228936895
GPC1,33929_at,7.969340246,8.737873129,8.954682396,8.234141468,9.864863499,8.136838216,8.276479811,8.604575915,8.392194203,8.251830744,8.18155695,8.530374527,8.792794827,9.463382874,8.918091258,8.30478947,9.116520557,9.20710716
SCFD1,33930_at,6.756705533,6.380907114,6.684883333,6.222605454,5.478995635,6.314974126,5.78184058,6.095230967,6.67049847,7.402845767,6.942925629,7.677195535,6.901327718,6.292245175,7.126967762,6.262605232,5.826284111,6.951934496
GPX4,33931_at,10.90132693,10.77944105,10.79308003,10.56526308,10.60816252,10.77944105,9.481949886,10.35403779,10.97787357,10.73428665,10.66324159,10.97787357,10.11399758,11.03696784,10.55865511,10.68980539,10.65086578,10.89794706
GSPT1,33932_at,7.215927992,6.753851709,5.996626414,8.089728642,6.390996604,7.762305408,5.738983225,6.024713843,7.009316178,8.042192401,7.232932353,7.180442255,6.12760106,6.82012528,6.939004673,6.377508316,6.711240026,6.415596985
WFDC2,33933_at,9.615504681,9.300778989,8.162188525,9.712668333,6.648726027,9.67623712,6.477977108,6.016928967,8.844808014,9.534627573,9.493130289,8.235182029,9.966859641,7.121995709,8.177442893,8.958574251,8.621182403,8.553768596
SENP6,33934_at,3.935030385,4.798202452,1.038614631,5.956720139,4.834815718,5.061148256,5.930086722,4.429901901,5.193480571,5.404302429,6.540640581,4.972745143,4.653802827,5.515685016,5.038454869,4.133049102,5.482330041,5.278261219
CACYBP,33935_at,7.131231297,7.114039351,7.535119371,7.595524325,8.976819979,7.584865508,8.398456218,7.147487143,7.394239902,6.360402577,7.627955057,7.037256064,7.886713863,8.381196281,6.182893345,7.083676626,7.52169053,7.517761223
GALC,33936_at,6.699572217,6.504541999,6.086862808,7.120545682,6.492052038,7.188324532,1.872303856,5.92563707,7.522541138,7.566832839,7.458362193,7.262314845,6.778245664,6.074158164,6.264181062,6.62900691,6.432435837,6.617156721
DPY19L1,33937_at,5.587942517,5.940750071,2.981552739,6.056430464,6.055606834,6.523467167,6.965991739,7.143128383,6.454161641,6.119025459,4.811870539,6.072096204,5.515931125,5.376854689,6.173490602,4.414285633,4.631549312,5.342130483
